"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"7","GO403_1265","GO403_122886","Far Rockaway","2886","0","136"
"7","GO403_126","GO403_122898","Far Rockaway","2898","0","134"
"7","GO403_1265","GO403_122899","Penn Station","2899","0","138"
"1","GO403_1288","GO403_123001","Penn Station","3001","0","76"
"1","GO403_1288","GO403_123002","Babylon","3002","0","5"
"1","GO403_1288","GO403_123003","Penn Station","3003","0","76"
"1","GO403_1288","GO403_123004","Babylon","3004","0","5"
"1","GO403_1289","GO403_123006","Babylon","3006","0","5"
"1","GO403_1265","GO403_123019","Atlantic Terminal","3019","0","142"
"4","GO403_1288","GO403_123302","Ronkonkoma","3302","0","99"
"4","GO403_1288","GO403_123304","Ronkonkoma","3304","0","99"
"4","GO403_1288","GO403_123305","Penn Station","3305","0","100"
"4","GO403_1288","GO403_123306","Farmingdale","3306","0","105"
"4","GO403_1288","GO403_123307","Penn Station","3307","0","100"
"4","GO403_1288","GO403_123308","Ronkonkoma","3308","0","99"
"5","GO403_1288","GO403_123401","Penn Station","3401","0","124"
"5","GO403_1288","GO403_123402","Speonk","3402","0","122"
"6","GO403_1286","GO403_123500","Long Beach","3500","0","143"
"6","GO403_1286","GO403_123501","Lynbrook","3501","0","144"
"12","GO403_1286","GO403_123502","Jamaica","3502","0","145"
"6","GO403_1286","GO403_123503","Lynbrook","3503","0","144"
"6","GO403_1286","GO403_123504","Long Beach","3504","0","143"
"6","GO403_1286","GO403_123505","Lynbrook","3505","0","144"
"6","GO403_1286","GO403_123506","Long Beach","3506","0","143"
"6","GO403_1286","GO403_123507","Lynbrook","3507","0","144"
"6","GO403_1286","GO403_123508","Long Beach","3508","0","143"
"6","GO403_1286","GO403_123509","Lynbrook","3509","0","144"
"6","GO403_1286","GO403_123510","Long Beach","3510","0","143"
"6","GO403_1286","GO403_123511","Lynbrook","3511","0","144"
"6","GO403_1286","GO403_123512","Long Beach","3512","0","143"
"6","GO403_1286","GO403_123513","Lynbrook","3513","0","144"
"6","GO403_1286","GO403_123514","Long Beach","3514","0","143"
"6","GO403_1286","GO403_123515","Lynbrook","3515","0","144"
"6","GO403_1286","GO403_123516","Long Beach","3516","0","143"
"6","GO403_1286","GO403_123517","Lynbrook","3517","0","144"
"6","GO403_1286","GO403_123518","Long Beach","3518","0","143"
"6","GO403_1286","GO403_123519","Lynbrook","3519","0","144"
"6","GO403_1286","GO403_123520","Long Beach","3520","0","143"
"6","GO403_1286","GO403_123521","Lynbrook","3521","0","144"
"6","GO403_1286","GO403_123522","Long Beach","3522","0","143"
"6","GO403_1286","GO403_123523","Lynbrook","3523","0","144"
"6","GO403_1286","GO403_123524","Long Beach","3524","0","143"
"6","GO403_1286","GO403_123525","Lynbrook","3525","0","144"
"6","GO403_1286","GO403_123526","Long Beach","3526","0","143"
"6","GO403_1286","GO403_123527","Jamaica","3527","0","58"
"6","GO403_1286","GO403_123528","Lynbrook","3528","0","146"
"6","GO403_1286","GO403_123529","Atlantic Terminal","3529","0","147"
"6","GO403_1286","GO403_123531","Atlantic Terminal","3531","0","147"
"6","GO403_1286","GO403_123532","Lynbrook","3532","0","146"
"6","GO403_1286","GO403_123533","Atlantic Terminal","3533","0","147"
"6","GO403_1286","GO403_123534","Lynbrook","3534","0","146"
"6","GO403_1286","GO403_123535","Atlantic Terminal","3535","0","147"
"6","GO403_1286","GO403_123536","Lynbrook","3536","0","146"
"6","GO403_1286","GO403_123537","Atlantic Terminal","3537","0","147"
"6","GO403_1286","GO403_123538","Lynbrook","3538","0","146"
