"service_id","date","exception_type"
"GO403_1224","20121211","1"
"GO403_1224","20121212","1"
"GO403_1224","20121213","1"
"GO403_1224","20121214","1"
"GO403_1224","20121218","1"
"GO403_1224","20121219","1"
"GO403_1224","20121220","1"
"GO403_1224","20121221","1"
"GO403_1224","20121225","1"
"GO403_1224","20121226","1"
"GO403_1224","20121227","1"
"GO403_1224","20121228","1"
"GO403_1224","20130101","1"
"GO403_1224","20130102","1"
"GO403_1224","20130103","1"
"GO403_1224","20130104","1"
"GO403_1224","20130108","1"
"GO403_1224","20130109","1"
"GO403_1224","20130110","1"
"GO403_1224","20130111","1"
"GO403_1224","20130115","1"
"GO403_1224","20130116","1"
"GO403_1224","20130117","1"
"GO403_1224","20130118","1"
"GO403_1224","20130122","1"
"GO403_1224","20130123","1"
"GO403_1224","20130124","1"
"GO403_1224","20130125","1"
"GO403_1224","20130129","1"
"GO403_1224","20130130","1"
"GO403_1224","20130131","1"
"GO403_1224","20130201","1"
"GO403_1224","20130205","1"
"GO403_1224","20130206","1"
"GO403_1224","20130207","1"
"GO403_1224","20130208","1"
"GO403_1224","20130212","1"
"GO403_1224","20130213","1"
"GO403_1224","20130214","1"
"GO403_1224","20130215","1"
"GO403_1224","20130219","1"
"GO403_1224","20130220","1"
"GO403_1224","20130221","1"
"GO403_1224","20130222","1"
"GO403_1224","20130226","1"
"GO403_1224","20130227","1"
"GO403_1224","20130228","1"
"GO403_1224","20130301","1"
"GO403_1240","20121113","1"
"GO403_1240","20121115","1"
"GO403_1240","20121116","1"
"GO403_1240","20121119","1"
"GO403_1240","20121120","1"
"GO403_1240","20121123","1"
"GO403_1240","20121126","1"
"GO403_1240","20121204","1"
"GO403_1240","20121207","1"
"GO403_1240","20121210","1"
"GO403_1240","20121211","1"
"GO403_1240","20121214","1"
"GO403_1240","20121218","1"
"GO403_1240","20121228","1"
"GO403_1240","20130111","1"
"GO403_1240","20130115","1"
"GO403_1240","20130118","1"
"GO403_1240","20130128","1"
"GO403_1240","20130130","1"
"GO403_1240","20130201","1"
"GO403_1240","20130205","1"
"GO403_1240","20130213","1"
"GO403_1240","20130219","1"
"GO403_1240","20130222","1"
"GO403_1240","20130301","1"
"GO403_1241","20121117","1"
"GO403_1241","20121118","1"
"GO403_1241","20121125","1"
"GO403_1241","20121209","1"
"GO403_1241","20121215","1"
"GO403_1241","20121216","1"
"GO403_1241","20121222","1"
"GO403_1241","20121223","1"
"GO403_1241","20121225","1"
"GO403_1241","20121229","1"
"GO403_1241","20130105","1"
"GO403_1241","20130113","1"
"GO403_1241","20130210","1"
"GO403_1241","20130224","1"
"GO403_1242","20121112","1"
"GO403_1242","20121114","1"
"GO403_1242","20121121","1"
"GO403_1242","20121127","1"
"GO403_1242","20121128","1"
"GO403_1242","20121129","1"
"GO403_1242","20121130","1"
"GO403_1242","20121203","1"
"GO403_1242","20121205","1"
"GO403_1242","20121212","1"
"GO403_1242","20121217","1"
"GO403_1242","20121220","1"
"GO403_1242","20121221","1"
"GO403_1242","20121231","1"
"GO403_1242","20130116","1"
"GO403_1242","20130123","1"
"GO403_1242","20130124","1"
"GO403_1242","20130125","1"
"GO403_1242","20130206","1"
"GO403_1242","20130212","1"
"GO403_1243","20121121","1"
"GO403_1243","20121130","1"
"GO403_1243","20130125","1"
"GO403_1244","20121124","1"
"GO403_1244","20121201","1"
"GO403_1244","20121202","1"
"GO403_1244","20121208","1"
"GO403_1244","20121222","1"
"GO403_1244","20121230","1"
"GO403_1244","20130126","1"
"GO403_1244","20130127","1"
"GO403_1244","20130202","1"
"GO403_1244","20130203","1"
"GO403_1245","20121202","1"
"GO403_1245","20130127","1"
"GO403_1246","20121113","1"
"GO403_1246","20121115","1"
"GO403_1246","20121128","1"
"GO403_1246","20121129","1"
"GO403_1246","20121130","1"
"GO403_1246","20121203","1"
"GO403_1246","20121204","1"
"GO403_1246","20121206","1"
"GO403_1246","20121213","1"
"GO403_1246","20121218","1"
"GO403_1246","20121221","1"
"GO403_1246","20130117","1"
"GO403_1246","20130124","1"
"GO403_1246","20130125","1"
"GO403_1246","20130128","1"
"GO403_1247","20120101","1"
"GO403_1247","20121125","1"
"GO403_1247","20121202","1"
"GO403_1247","20121218","1"
"GO403_1247","20121222","1"
"GO403_1247","20130126","1"
"GO403_1247","20130127","1"
"GO403_1265","20121112","1"
"GO403_1265","20121113","1"
"GO403_1265","20121114","1"
"GO403_1265","20121115","1"
"GO403_1265","20121116","1"
"GO403_1265","20121119","1"
"GO403_1265","20121120","1"
"GO403_1265","20121121","1"
"GO403_1265","20121123","1"
"GO403_1265","20121126","1"
"GO403_1265","20121127","1"
"GO403_1265","20121128","1"
"GO403_1265","20121129","1"
"GO403_1265","20121130","1"
"GO403_1265","20121203","1"
"GO403_1265","20121204","1"
"GO403_1265","20121205","1"
"GO403_1265","20121206","1"
"GO403_1265","20121207","1"
"GO403_1265","20121210","1"
"GO403_1265","20121211","1"
"GO403_1265","20121212","1"
"GO403_1265","20121213","1"
"GO403_1265","20121214","1"
"GO403_1265","20121217","1"
"GO403_1265","20121218","1"
"GO403_1265","20121219","1"
"GO403_1265","20121220","1"
"GO403_1265","20121221","1"
"GO403_1265","20121224","1"
"GO403_1265","20121226","1"
"GO403_1265","20121227","1"
"GO403_1265","20121228","1"
"GO403_1265","20121231","1"
"GO403_1265","20130102","1"
"GO403_1265","20130103","1"
"GO403_1265","20130104","1"
"GO403_1265","20130107","1"
"GO403_1265","20130108","1"
"GO403_1265","20130109","1"
"GO403_1265","20130110","1"
"GO403_1265","20130111","1"
"GO403_1265","20130114","1"
"GO403_1265","20130115","1"
"GO403_1265","20130116","1"
"GO403_1265","20130117","1"
"GO403_1265","20130118","1"
"GO403_1265","20130122","1"
"GO403_1265","20130123","1"
"GO403_1265","20130124","1"
"GO403_1265","20130125","1"
"GO403_1265","20130128","1"
"GO403_1265","20130129","1"
"GO403_1265","20130130","1"
"GO403_1265","20130131","1"
"GO403_1265","20130201","1"
"GO403_1265","20130204","1"
"GO403_1265","20130205","1"
"GO403_1265","20130206","1"
"GO403_1265","20130207","1"
"GO403_1265","20130208","1"
"GO403_1265","20130211","1"
"GO403_1265","20130212","1"
"GO403_1265","20130213","1"
"GO403_1265","20130214","1"
"GO403_1265","20130215","1"
"GO403_1265","20130219","1"
"GO403_1265","20130220","1"
"GO403_1265","20130221","1"
"GO403_1265","20130222","1"
"GO403_1265","20130225","1"
"GO403_1265","20130226","1"
"GO403_1265","20130227","1"
"GO403_1265","20130228","1"
"GO403_1265","20130301","1"
"GO403_1273","20121117","1"
"GO403_1273","20121118","1"
"GO403_1273","20121122","1"
"GO403_1273","20121124","1"
"GO403_1273","20121125","1"
"GO403_1273","20121201","1"
"GO403_1273","20121202","1"
"GO403_1273","20121208","1"
"GO403_1273","20121209","1"
"GO403_1273","20121215","1"
"GO403_1273","20121216","1"
"GO403_1273","20121222","1"
"GO403_1273","20121223","1"
"GO403_1273","20121225","1"
"GO403_1273","20121229","1"
"GO403_1273","20121230","1"
"GO403_1273","20130101","1"
"GO403_1273","20130105","1"
"GO403_1273","20130106","1"
"GO403_1273","20130112","1"
"GO403_1273","20130113","1"
"GO403_1273","20130119","1"
"GO403_1273","20130120","1"
"GO403_1273","20130121","1"
"GO403_1273","20130126","1"
"GO403_1273","20130127","1"
"GO403_1273","20130202","1"
"GO403_1273","20130203","1"
"GO403_1273","20130209","1"
"GO403_1273","20130210","1"
"GO403_1273","20130216","1"
"GO403_1273","20130217","1"
"GO403_1273","20130218","1"
"GO403_1273","20130223","1"
"GO403_1273","20130224","1"
"GO403_1273","20130302","1"
"GO403_1273","20130303","1"
"GO403_1274","20121124","1"
"GO403_1274","20121125","1"
"GO403_1274","20121201","1"
"GO403_1274","20121202","1"
"GO403_1274","20121208","1"
"GO403_1274","20121209","1"
"GO403_1274","20121215","1"
"GO403_1274","20121216","1"
"GO403_1274","20121222","1"
"GO403_1274","20121223","1"
"GO403_1274","20121229","1"
"GO403_1274","20121230","1"
"GO403_1275","20121122","1"
"GO403_1285","20121231","1"
"GO403_1285","20130102","1"
"GO403_1285","20130103","1"
"GO403_1285","20130104","1"
"GO403_1285","20130107","1"
"GO403_1285","20130108","1"
"GO403_1285","20130109","1"
"GO403_1285","20130110","1"
"GO403_1285","20130111","1"
"GO403_1285","20130114","1"
"GO403_1285","20130115","1"
"GO403_1285","20130116","1"
"GO403_1285","20130117","1"
"GO403_1285","20130118","1"
"GO403_1285","20130122","1"
"GO403_1285","20130123","1"
"GO403_1285","20130124","1"
"GO403_1285","20130125","1"
"GO403_1285","20130128","1"
"GO403_1285","20130129","1"
"GO403_1285","20130130","1"
"GO403_1285","20130131","1"
"GO403_1285","20130201","1"
"GO403_1285","20130204","1"
"GO403_1285","20130205","1"
"GO403_1285","20130206","1"
"GO403_1285","20130207","1"
"GO403_1285","20130208","1"
"GO403_1285","20130211","1"
"GO403_1285","20130212","1"
"GO403_1285","20130213","1"
"GO403_1285","20130214","1"
"GO403_1285","20130215","1"
"GO403_1285","20130219","1"
"GO403_1285","20130220","1"
"GO403_1285","20130221","1"
"GO403_1285","20130222","1"
"GO403_1285","20130225","1"
"GO403_1285","20130226","1"
"GO403_1285","20130227","1"
"GO403_1285","20130228","1"
"GO403_1285","20130301","1"
"GO403_1286","20121112","1"
"GO403_1286","20121113","1"
"GO403_1286","20121114","1"
"GO403_1286","20121115","1"
"GO403_1286","20121116","1"
"GO403_1286","20121119","1"
"GO403_1286","20121120","1"
"GO403_1286","20121121","1"
"GO403_1286","20121123","1"
"GO403_1286","20121125","1"
"GO403_1286","20121126","1"
"GO403_1286","20121127","1"
"GO403_1286","20121128","1"
"GO403_1286","20121129","1"
"GO403_1286","20121130","1"
"GO403_1286","20121202","1"
"GO403_1286","20121203","1"
"GO403_1286","20121204","1"
"GO403_1286","20121205","1"
"GO403_1286","20121206","1"
"GO403_1286","20121207","1"
"GO403_1286","20121209","1"
"GO403_1286","20121210","1"
"GO403_1286","20121211","1"
"GO403_1286","20121212","1"
"GO403_1286","20121213","1"
"GO403_1286","20121214","1"
"GO403_1286","20121216","1"
"GO403_1286","20121217","1"
"GO403_1286","20121218","1"
"GO403_1286","20121219","1"
"GO403_1286","20121220","1"
"GO403_1286","20121221","1"
"GO403_1286","20121223","1"
"GO403_1286","20121224","1"
"GO403_1286","20121226","1"
"GO403_1286","20121227","1"
"GO403_1286","20121228","1"
"GO403_1288","20121122","1"
"GO403_1289","20121124","1"
"GO403_1289","20121125","1"
"GO403_1289","20121201","1"
"GO403_1289","20121202","1"
"GO403_1289","20121208","1"
"GO403_1289","20121209","1"
"GO403_1289","20121215","1"
"GO403_1289","20121216","1"
"GO403_1289","20121222","1"
"GO403_1289","20121223","1"
"GO403_1289","20121229","1"
"GO403_1289","20121230","1"
