1;40.74128;-73.95639;
2;40.74238;-73.94679;
8;40.75058;-73.99358;
9;40.74584;-73.90297;
10;40.71957;-73.84481;
11;40.70964;-73.83089;
12;40.684901;-73.97768;
13;40.67838;-73.94822;
14;40.6758;-73.90281;
15;40.6996;-73.80853;
17;40.75239;-73.8437;
18;40.75789;-73.83135;
19;40.7627;-73.81454;
20;40.76164;-73.80176;
21;40.76143;-73.78996;
22;40.76314;-73.77125;
23;40.76806;-73.74941;
24;40.77504;-73.74065;
25;40.78721;-73.7261;
26;40.79672;-73.6999;
27;40.81069;-73.69521;
28;40.82903;-73.6874;
30;40.71017;-73.76675;
31;40.71745;-73.73646;
32;40.71549;-73.72862;
33;40.7222;-73.71665;
34;40.72463;-73.7064;
35;40.72302;-73.68102;
36;40.72295;-73.6627;
37;40.72309;-73.64036;
38;40.72145;-73.62967;
39;40.71329;-73.62503;
40;40.73075;-73.68096;
41;40.73516;-73.66252;
42;40.74034;-73.64086;
43;40.75601;-73.63941;
44;40.77205;-73.64169;
45;40.79047;-73.64326;
46;40.81571;-73.62687;
47;40.83222;-73.62612;
48;40.85236;-73.62542;
49;40.85797;-73.62122;
50;40.86583;-73.61616;
51;40.87446;-73.5983;
53;40.87533;-73.53403;
54;40.7492;-73.60365;
55;40.75345;-73.58586;
56;40.76717;-73.52853;
58;40.82485;-73.50044;
59;40.83563;-73.45108;
60;40.853;-73.40952;
61;40.86866;-73.36285;
62;40.88064;-73.32848;
63;40.88366;-73.25625;
64;40.85654;-73.19803;
65;40.88216;-73.15951;
66;40.92031;-73.12855;
67;40.93454;-73.0525;
68;40.74303;-73.48344;
69;40.73591;-73.44124;
70;40.74535;-73.3996;
71;40.75479;-73.35806;
72;40.76948;-73.29356;
73;40.78083;-73.24361;
74;40.79184;-73.19486;
75;40.80808;-73.10594;
77;40.81739;-72.99891;
78;40.8256;-72.91588;
79;40.91983;-72.66691;
80;40.99179;-72.53606;
81;41.0662;-72.4281;
82;41.0997;-72.3631;
83;40.69118;-73.76551;
84;40.67513;-73.76504;
85;40.66847;-73.75175;
86;40.66594;-73.73555;
87;40.66151;-73.70476;
88;40.66836;-73.68121;
89;40.67547;-73.66886;
90;40.68585;-73.65214;
91;40.69491;-73.64621;
92;40.70195;-73.64164;
93;40.64924;-73.70183;
94;40.63676;-73.70514;
95;40.63133;-73.71371;
96;40.62217;-73.72618;
97;40.61573;-73.7359;
98;40.61228;-73.74418;
99;40.60913;-73.75054;
100;40.65605;-73.67607;
101;40.64831;-73.66397;
102;40.6422;-73.65821;
103;40.63471;-73.65466;
104;40.60129;-73.65474;
105;40.59017;-73.66482;
106;40.65831;-73.64655;
107;40.65672;-73.60716;
108;40.65745;-73.58232;
109;40.66379;-73.55062;
110;40.66879;-73.52886;
111;40.67298;-73.50896;
112;40.67572;-73.48657;
113;40.67692;-73.46905;
114;40.67785;-73.45474;
115;40.68024;-73.42031;
116;40.68101;-73.39834;
117;40.68826;-73.36921;
118;40.70068;-73.32405;
119;40.72443;-73.25408;
120;40.73583;-73.20932;
121;40.74044;-73.17019;
122;40.74342;-73.13243;
123;40.74035;-73.08645;
124;40.76187;-73.01574;
126;40.77373;-72.94396;
127;40.79898;-72.86442;
129;40.82117;-72.70427;
130;40.8303;-72.65032;
132;40.8766;-72.52395;
134;40.89471;-72.39012;
135;40.93898;-72.31005;
136;40.96508;-72.19324;
137;40.98003;-72.13233;
138;41.0471;-71.95388;
