390;37.72119;-122.475096;
660;37.723914;-122.435387;
913;37.719192;-122.425802;
3003;37.781827;-122.391945;
3004;37.781854;-122.392232;
3008;37.785318;-122.396562;
3009;37.784532;-122.395325;
3010;37.784095;-122.395016;
3011;37.786559;-122.398109;
3012;37.789067;-122.401306;
3013;37.78862;-122.40065;
3015;37.780622;-122.390685;
3016;37.772618;-122.389786;
3018;37.727739;-122.40324;
3019;37.727645;-122.403269;
3020;37.72667;-122.40746;
3021;37.72654;-122.40766;
3023;37.790249;-122.482263;
3024;37.797606;-122.445693;
3025;37.798311;-122.401093;
3026;37.80216;-122.40184;
3029;37.80055;-122.40151;
3030;37.79686;-122.40077;
3031;37.806094;-122.409161;
3032;37.777396;-122.461751;
3033;37.777262;-122.461969;
3034;37.777289;-122.464158;
3035;37.777173;-122.463849;
3036;37.777199;-122.466038;
3037;37.777065;-122.466256;
3038;37.777101;-122.46817;
3039;37.776967;-122.468388;
3040;37.777002;-122.470313;
3041;37.776868;-122.470531;
3042;37.77678;-122.4727;
3043;37.77676;-122.475769;
3044;37.776626;-122.475987;
3045;37.776662;-122.477912;
3046;37.776528;-122.47813;
3047;37.776563;-122.480056;
3048;37.776429;-122.480273;
3049;37.77647;-122.48219;
3050;37.77633;-122.482417;
3051;37.776356;-122.484606;
3052;37.77624;-122.484296;
3053;37.776222;-122.487551;
3054;37.776088;-122.487769;
3055;37.776114;-122.489958;
3056;37.775989;-122.489912;
3057;37.776024;-122.491838;
3058;37.77589;-122.492056;
3059;37.775791;-122.494199;
3060;37.775898;-122.494577;
3061;37.775781;-122.497202;
3062;37.775647;-122.497419;
3063;37.775637;-122.500399;
3064;37.775503;-122.500617;
3065;37.775484;-122.50362;
3066;37.77535;-122.503838;
3067;37.77747;-122.45886;
3070;37.776895;-122.472227;
3071;37.776788;-122.472411;
3072;37.801541;-122.444798;
3074;37.803415;-122.445176;
3075;37.800622;-122.444603;
3076;37.804343;-122.44536;
3077;37.802478;-122.444982;
3082;37.797831;-122.406345;
3084;37.798134;-122.40396;
3085;37.794131;-122.436442;
3086;37.794056;-122.436278;
3087;37.797591;-122.408294;
3089;37.79175;-122.3967;
3090;37.803629;-122.443674;
3092;37.807407;-122.414125;
3093;37.806375;-122.423195;
3094;37.80378;-122.44258;
3095;37.807841;-122.41081;
3096;37.736655;-122.431181;
3103;37.76079;-122.38846;
3104;37.76059;-122.3887;
3107;37.75569;-122.3879;
3108;37.75506;-122.3881;
3113;37.73228;-122.391559;
3114;37.779285;-122.393185;
3115;37.72567;-122.3943;
3116;37.7253;-122.3942;
3122;37.742682;-122.387908;
3123;37.74244;-122.38815;
3124;37.783998;-122.399097;
3127;37.74012;-122.3887;
3128;37.784945;-122.400254;
3129;37.73932;-122.38926;
3134;37.737213;-122.389803;
3135;37.737927;-122.389619;
3136;37.786373;-122.40211;
3137;37.787632;-122.403439;
3141;37.734091;-122.390928;
3143;37.734787;-122.390721;
3144;37.782704;-122.39747;
3145;37.73225;-122.39146;
3146;37.72078;-122.39649;
3149;37.729238;-122.392593;
3150;37.729166;-122.392776;
3153;37.772966;-122.389694;
3156;37.778305;-122.396602;
3161;37.785527;-122.405675;
3163;37.777109;-122.395135;
3164;37.776894;-122.394895;
3165;37.77701;-122.394746;
3166;37.77654;-122.39857;
3168;37.78031;-122.40357;
3169;37.77931;-122.40205;
3170;37.78145;-122.40475;
3171;37.78123;-122.40474;
3172;37.78296;-122.40665;
3173;37.78277;-122.40665;
3174;37.77549;-122.39716;
3177;37.777146;-122.463918;
3178;37.776985;-122.46409;
3181;37.783026;-122.464526;
3182;37.784673;-122.46448;
3183;37.77397;-122.46371;
3184;37.780876;-122.464182;
3185;37.780768;-122.464354;
3187;37.77732;-122.40424;
3188;37.756597;-122.463741;
3189;37.756767;-122.46357;
3191;37.773266;-122.403367;
3192;37.776703;-122.407675;
3193;37.77573;-122.40646;
3194;37.777935;-122.409222;
3195;37.779175;-122.410768;
3196;37.780309;-122.412395;
3197;37.772034;-122.401821;
3200;37.775022;-122.466095;
3201;37.773639;-122.465808;
3202;37.773478;-122.46598;
3203;37.771554;-122.405901;
3204;37.772536;-122.407127;
3205;37.774767;-122.409922;
3206;37.773536;-122.408376;
3208;37.77724;-122.413027;
3209;37.778498;-122.414597;
3210;37.770161;-122.404126;
3211;37.764288;-122.466241;
3212;37.763913;-122.466241;
3213;37.763797;-122.46639;
3214;37.762093;-122.46608;
3215;37.76204;-122.466241;
3216;37.760407;-122.466149;
3217;37.760237;-122.465954;
3218;37.758533;-122.466022;
3219;37.758364;-122.465827;
3220;37.76585;-122.466345;
3221;37.765689;-122.466517;
3222;37.756677;-122.465884;
3223;37.756508;-122.465689;
3224;37.754804;-122.465758;
3225;37.754634;-122.465551;
3226;37.752939;-122.465631;
3229;37.825196;-122.370063;
3230;37.752724;-122.466502;
3231;37.75086;-122.466376;
3232;37.750699;-122.466547;
3233;37.749325;-122.466261;
3234;37.749164;-122.466432;
3235;37.769807;-122.4113;
