0;37.72119;-122.475096;390;-1;
1;37.723914;-122.435387;660;-1;
2;37.719192;-122.425802;913;-1;
3;37.781827;-122.391945;3003;-1;
4;37.781854;-122.392232;3004;-1;
5;37.785318;-122.396562;3008;-1;
6;37.784532;-122.395325;3009;-1;
7;37.784095;-122.395016;3010;-1;
8;37.786559;-122.398109;3011;-1;
9;37.789067;-122.401306;3012;-1;
10;37.78862;-122.40065;3013;-1;
11;37.780622;-122.390685;3015;-1;
12;37.772618;-122.389786;3016;-1;
13;37.727739;-122.40324;3018;-1;
14;37.727645;-122.403269;3019;-1;
15;37.72667;-122.40746;3020;-1;
16;37.72654;-122.40766;3021;-1;
17;37.790249;-122.482263;3023;-1;
18;37.797606;-122.445693;3024;-1;
19;37.798311;-122.401093;3025;-1;
20;37.80216;-122.40184;3026;-1;
21;37.80055;-122.40151;3029;-1;
22;37.79686;-122.40077;3030;-1;
23;37.806094;-122.409161;3031;-1;
24;37.777396;-122.461751;3032;-1;
25;37.777262;-122.461969;3033;-1;
26;37.777289;-122.464158;3034;-1;
27;37.777173;-122.463849;3035;-1;
28;37.777199;-122.466038;3036;-1;
29;37.777065;-122.466256;3037;-1;
30;37.777101;-122.46817;3038;-1;
31;37.776967;-122.468388;3039;-1;
32;37.777002;-122.470313;3040;-1;
33;37.776868;-122.470531;3041;-1;
34;37.77678;-122.4727;3042;-1;
35;37.77676;-122.475769;3043;-1;
36;37.776626;-122.475987;3044;-1;
37;37.776662;-122.477912;3045;-1;
38;37.776528;-122.47813;3046;-1;
39;37.776563;-122.480056;3047;-1;
40;37.776429;-122.480273;3048;-1;
41;37.77647;-122.48219;3049;-1;
42;37.77633;-122.482417;3050;-1;
43;37.776356;-122.484606;3051;-1;
44;37.77624;-122.484296;3052;-1;
45;37.776222;-122.487551;3053;-1;
46;37.776088;-122.487769;3054;-1;
47;37.776114;-122.489958;3055;-1;
48;37.775989;-122.489912;3056;-1;
49;37.776024;-122.491838;3057;-1;
50;37.77589;-122.492056;3058;-1;
51;37.775791;-122.494199;3059;-1;
52;37.775898;-122.494577;3060;-1;
53;37.775781;-122.497202;3061;-1;
54;37.775647;-122.497419;3062;-1;
55;37.775637;-122.500399;3063;-1;
56;37.775503;-122.500617;3064;-1;
57;37.775484;-122.50362;3065;-1;
58;37.77535;-122.503838;3066;-1;
59;37.77747;-122.45886;3067;-1;
60;37.776895;-122.472227;3070;-1;
61;37.776788;-122.472411;3071;-1;
62;37.801541;-122.444798;3072;-1;
63;37.803415;-122.445176;3074;-1;
64;37.800622;-122.444603;3075;-1;
65;37.804343;-122.44536;3076;-1;
66;37.802478;-122.444982;3077;-1;
67;37.797831;-122.406345;3082;-1;
68;37.798134;-122.40396;3084;-1;
69;37.794131;-122.436442;3085;-1;
70;37.794056;-122.436278;3086;-1;
71;37.797591;-122.408294;3087;-1;
72;37.79175;-122.3967;3089;-1;
73;37.803629;-122.443674;3090;-1;
74;37.807407;-122.414125;3092;-1;
75;37.806375;-122.423195;3093;-1;
76;37.80378;-122.44258;3094;-1;
77;37.807841;-122.41081;3095;-1;
78;37.736655;-122.431181;3096;-1;
79;37.76079;-122.38846;3103;-1;
80;37.76059;-122.3887;3104;-1;
81;37.75569;-122.3879;3107;-1;
82;37.75506;-122.3881;3108;-1;
83;37.73228;-122.391559;3113;-1;
84;37.779285;-122.393185;3114;-1;
85;37.72567;-122.3943;3115;-1;
86;37.7253;-122.3942;3116;-1;
87;37.742682;-122.387908;3122;-1;
88;37.74244;-122.38815;3123;-1;
89;37.783998;-122.399097;3124;-1;
90;37.74012;-122.3887;3127;-1;
91;37.784945;-122.400254;3128;-1;
92;37.73932;-122.38926;3129;-1;
93;37.737213;-122.389803;3134;-1;
94;37.737927;-122.389619;3135;-1;
95;37.786373;-122.40211;3136;-1;
